Key	Start	End	Length	Fade	Release	Path	Skew	Skew Parameter	Skew Repeat	Skew Buddies	Preset/Flag	Properties
All Conventional 8 bit	0.00	15.00	15.00	2.00	2.00	Default	None		All	1	White	Level 255, Temperature 128, Effect None
