Key	Start	End	Length	Fade	Release	Path	Skew	Skew Parameter	Skew Repeat	Skew Buddies	Preset/Flag	Properties
Plan View Map	0.00	60.00	60.00	0.50	2.00	Default	Radial Wipe (CCW)	0%, 0 degrees	All	1	2D Wave	Background Colour (255,255,255), Top Colour (0,255,110), Period 2s, Phase Shift 0, Type Conical, Angle 0, Repeat Style Sawtooth, Repeat Count 1, Shape Square, Pulse Width 100%, Backwards
